Source, Target, Weight, Common_Token_Cnt
16527, 16528, 0.142857, 1
9138, 9140, 0.166667, 1
14023, 14024, 0.333333, 1
15890, 15890, 0.500742, 2
16064, 16066, 0.250000, 1
13945, 21651, 0.438312, 3
19082, 19086, 0.125000, 1
18466, 21749, 0.334262, 2
13882, 13883, 0.174107, 2
8968, 8969, 0.142857, 1
14263, 14263, 0.334690, 2
17610, 18035, 0.055556, 1
18248, 18250, 0.334262, 2
18985, 18985, 0.503030, 2
13666, 13670, 0.166667, 1
18274, 18275, 0.502674, 2
11964, 15843, 0.017241, 1
11172, 11175, 0.090909, 1
14402, 14404, 0.125000, 1
15028, 15028, 0.502005, 3
12149, 12149, 0.251263, 2
18380, 20152, 0.250000, 1
11381, 11382, 0.146125, 2
17878, 17878, 0.335524, 3
13500, 13500, 0.101357, 2
9089, 9089, 0.243590, 2
20351, 20352, 0.500000, 1
17482, 17482, 0.510438, 3
15205, 15205, 0.646125, 3
17817, 17820, 0.250000, 1
17691, 17691, 0.213127, 3
16161, 16162, 0.250000, 1
19711, 19711, 0.504531, 3
14362, 14363, 0.017241, 1
11068, 11069, 0.500000, 1
20947, 20961, 0.029412, 1
17256, 17258, 0.252674, 2
9206, 12319, 0.043478, 1
21461, 21461, 0.252137, 2
18405, 21737, 0.090909, 1
11741, 13100, 0.250000, 1
11605, 15844, 0.017241, 1
21242, 21244, 0.142857, 1
15458, 15460, 0.090909, 1
19166, 19169, 0.076923, 1
15105, 16361, 0.015548, 2
13788, 13788, 0.502591, 2
21024, 21024, 0.583333, 2
15889, 15889, 0.500742, 2
9970, 9971, 0.500000, 1
10553, 17309, 0.500000, 1
11066, 11066, 0.642857, 2
14138, 14139, 0.200000, 1
20232, 20232, 0.502841, 2
17417, 17435, 0.030303, 1
12077, 12078, 0.251357, 2
12111, 12111, 0.502016, 2
14829, 14830, 0.500000, 1
21239, 21243, 0.142857, 1
12444, 12447, 0.076923, 1
15086, 15099, 0.014286, 1
9206, 12322, 0.043478, 1
16769, 16769, 0.502759, 3
16020, 17516, 0.022222, 1
9663, 9664, 0.334076, 2
9108, 21431, 0.011111, 1
15092, 15108, 0.014286, 1
17853, 17854, 0.500929, 2
19763, 19763, 0.577665, 3
15089, 15103, 0.014286, 1
18162, 18165, 0.200000, 1
11168, 11178, 0.093046, 2
16506, 18950, 0.125000, 1
13190, 13190, 0.113702, 2
12605, 19431, 0.090909, 1
15102, 15108, 0.014286, 1
16295, 16296, 0.250000, 1
19527, 19528, 0.500000, 1
11437, 11437, 0.501263, 2
19849, 19849, 0.502191, 3
9096, 9096, 0.514706, 2
16036, 19551, 0.126263, 2
16877, 16877, 0.502674, 2
15621, 15625, 0.200000, 1
16314, 16315, 0.519231, 2
15929, 15930, 0.333333, 1
15358, 15364, 0.038462, 1
13339, 21387, 0.500000, 1
19941, 19941, 0.502045, 2
14368, 14372, 0.017241, 1
8970, 8972, 0.142857, 1
11663, 11663, 0.519873, 3
12139, 12139, 0.547619, 2
21436, 21586, 0.166667, 1
10167, 10170, 0.200000, 1
10181, 10181, 0.750000, 2
13409, 13409, 0.381818, 3
16806, 16806, 0.336121, 3
9164, 9167, 0.200000, 1
10704, 21321, 0.033333, 1
13636, 13636, 0.416667, 2
17579, 17579, 0.501357, 2
15127, 15149, 0.014286, 1
14182, 14184, 0.125742, 2
20413, 20414, 0.200000, 1
10375, 10376, 0.142857, 1
9793, 9794, 0.333333, 1
15114, 15149, 0.014286, 1
10678, 10678, 0.590909, 2
14024, 14025, 0.337240, 2
21570, 21589, 0.035714, 1
11877, 13903, 0.111111, 1
12549, 12549, 0.501263, 2
19100, 19100, 1.000000, 2
13038, 13041, 0.168750, 2
11136, 11136, 0.642857, 2
12315, 12327, 0.043478, 1
17256, 17259, 0.250000, 1
18690, 18695, 0.166667, 1
18323, 18324, 0.500000, 1
11874, 11874, 0.501808, 2
12825, 12826, 0.333333, 1
12283, 12283, 0.316667, 2
9166, 16795, 0.066667, 1
13302, 13302, 0.625000, 2
19900, 19900, 0.433333, 2
20870, 20872, 0.333333, 1
15348, 15348, 0.507407, 2
13422, 13423, 0.125000, 1
12280, 18593, 0.250000, 1
13278, 13278, 0.502591, 2
15306, 18400, 0.111111, 1
14365, 14365, 0.022945, 3
10317, 10317, 0.504182, 3
12779, 12780, 0.253247, 2
16406, 16410, 0.111111, 1
11716, 11719, 0.112040, 2
11485, 11486, 1.000000, 2
14129, 14134, 0.142857, 1
17738, 20659, 0.050000, 1
13337, 21567, 0.062500, 1
9932, 9933, 0.333333, 1
15950, 15955, 0.142857, 1
17649, 17649, 0.534483, 2
9167, 11307, 0.200000, 1
9219, 9219, 0.700000, 2
16289, 16289, 0.253247, 2
15845, 19954, 0.022222, 1
13928, 19650, 0.166667, 1
15360, 15365, 0.038462, 1
14455, 14456, 0.250000, 1
14382, 14383, 0.183908, 2
18367, 18368, 0.142857, 1
13730, 13730, 0.534076, 3
15395, 21427, 0.011111, 1
10048, 10048, 0.783333, 3
14362, 14374, 0.017241, 1
19541, 19547, 0.100742, 2
10328, 10328, 0.523247, 3
11569, 11570, 0.500000, 1
16704, 16706, 0.333333, 1
12318, 12319, 0.043478, 1
18360, 18360, 0.751357, 3
21580, 21588, 0.035714, 1
10615, 10616, 0.500000, 1
14028, 14028, 0.666667, 2
15089, 15094, 0.014286, 1
15545, 18850, 0.166667, 1
13401, 13591, 0.333333, 1
16615, 16616, 0.334690, 2
15101, 15122, 0.014286, 1
20544, 20546, 0.250000, 1
12743, 12743, 0.589506, 3
11859, 11859, 0.500000, 2
20800, 20802, 0.458333, 2
20565, 20566, 0.500000, 1
12716, 17516, 0.022222, 1
15140, 15151, 0.014286, 1
16563, 16564, 0.500000, 2
13824, 15834, 0.017241, 1
18980, 18980, 0.501808, 2
10462, 10463, 0.250000, 1
20400, 20401, 0.500000, 1
15693, 15694, 0.335349, 2
19220, 19220, 0.203373, 3
20987, 20988, 0.250000, 1
15280, 15369, 0.142857, 1
13451, 13452, 0.333333, 1
17724, 17725, 0.500000, 1
14342, 14388, 0.017241, 1
12158, 12159, 0.166667, 1
13809, 14904, 0.028571, 1
20962, 20963, 0.074153, 3
19652, 19653, 0.333333, 1
10766, 10766, 0.507576, 3
11160, 21650, 0.142857, 1
12660, 12660, 0.336307, 3
10654, 15360, 0.038462, 1
13677, 13678, 0.500000, 1
21176, 21176, 0.336174, 2
13184, 13190, 0.111111, 1
18237, 18238, 0.500000, 1
18944, 18944, 0.533333, 2
10508, 11908, 0.149480, 2
12211, 12213, 0.100000, 1
11441, 19471, 0.125000, 1
11168, 11170, 0.090909, 1
9098, 16338, 0.014706, 1
15839, 17213, 0.017241, 1
10983, 17774, 0.200000, 1
21632, 21634, 0.111111, 1
11158, 17181, 0.011905, 1
21563, 21563, 0.477778, 3
8966, 19097, 0.083333, 1
17195, 17198, 0.083333, 1
20574, 20576, 0.250000, 1
10920, 10922, 0.333333, 1
10804, 21617, 0.142857, 1
18441, 18441, 0.666667, 2
14386, 14388, 0.017241, 1
21122, 21124, 0.111111, 1
14621, 14622, 0.500000, 1
19079, 19085, 0.125000, 1
18518, 18519, 0.295455, 2
20362, 20363, 0.252879, 3
19518, 19518, 0.204276, 3
14246, 14246, 0.378788, 2
15989, 20355, 0.500000, 1
20861, 20866, 0.100000, 1
11158, 17855, 0.011905, 1
19223, 19224, 0.500000, 1
12642, 12642, 0.501263, 2
17420, 17443, 0.030303, 1
15846, 15846, 0.057748, 3
17187, 17187, 0.086666, 3
19107, 19108, 0.142857, 1
19509, 19509, 0.501357, 2
15137, 16078, 0.015625, 1
9587, 11158, 0.011905, 1
12521, 12521, 0.501357, 2
20947, 20968, 0.029412, 1
13912, 18401, 0.066667, 1
9321, 9321, 1.028571, 3
13743, 13744, 0.500000, 1
18025, 18025, 0.503247, 2
18705, 18705, 0.500929, 2
14370, 14373, 0.017241, 1
16066, 16066, 0.252045, 2
10762, 10771, 0.090909, 1
14465, 14469, 0.200000, 1
10688, 10705, 0.029412, 1
12968, 12969, 0.500000, 1
15121, 15123, 0.014286, 1
13216, 15846, 0.038462, 1
13153, 13156, 0.251808, 2
19264, 19265, 0.250000, 1
12387, 12387, 0.642857, 2
10159, 10160, 0.202674, 2
13698, 20291, 0.076923, 1
20947, 20969, 0.029412, 1
9211, 21658, 0.076923, 1
15308, 18400, 0.111111, 1
12722, 17661, 0.076923, 1
16399, 16399, 0.662500, 3
20609, 20609, 0.835350, 3
12825, 12825, 0.476191, 2
12504, 12504, 0.500929, 2
19681, 19683, 0.416667, 2
21739, 21739, 0.365326, 3
19062, 19062, 0.204427, 3
17851, 17852, 0.500000, 1
13883, 13884, 0.674107, 3
11811, 11812, 0.500000, 1
21565, 21575, 0.035714, 1
13720, 16445, 0.166667, 1
16736, 16737, 0.333333, 1
17033, 17033, 0.200742, 2
21740, 21740, 0.365326, 3
11981, 15837, 0.017241, 1
17607, 17611, 0.055556, 1
12480, 12480, 0.503268, 2
10384, 10386, 0.334262, 2
13501, 14893, 0.100000, 1
12316, 13538, 0.066667, 1
21210, 21210, 0.058586, 2
21565, 21574, 0.035714, 1
17516, 19955, 0.022222, 1
11297, 14136, 0.200000, 1
13240, 13240, 0.338717, 3
16796, 20588, 0.090909, 1
15375, 17274, 0.043478, 1
11538, 11538, 0.501808, 2
17435, 17444, 0.030303, 1
9998, 10000, 0.333333, 1
15825, 17915, 0.017241, 1
10812, 20087, 0.083333, 1
10778, 15093, 0.333333, 1
19422, 19422, 0.049038, 3
18861, 18865, 0.055556, 1
14524, 20053, 0.125000, 1
12953, 12953, 0.503247, 2
9166, 16794, 0.066667, 1
18265, 18265, 0.250928, 2
13432, 13434, 0.090909, 1
21718, 21718, 0.500929, 2
15854, 15855, 0.252841, 2
21673, 21674, 0.333333, 1
15835, 15849, 0.017241, 1
12872, 12872, 0.252083, 2
9149, 14665, 0.335470, 2
10504, 10504, 0.666667, 2
8934, 11427, 0.500000, 1
11439, 11439, 0.127737, 3
14047, 21327, 0.083333, 1
20194, 20194, 0.502045, 2
10703, 10706, 0.029412, 1
10698, 11851, 0.125000, 1
11395, 11396, 0.333333, 1
18249, 18250, 0.333333, 1
20964, 21048, 0.333333, 1
14561, 14564, 0.125000, 1
10762, 10770, 0.090909, 1
10629, 19155, 0.166667, 1
18018, 18020, 0.333333, 1
9472, 9473, 0.333333, 1
16270, 16273, 0.142857, 1
19545, 19545, 0.433333, 2
9472, 9474, 0.333333, 1
15092, 15112, 0.014286, 1
10288, 10288, 0.666667, 2
17072, 17072, 0.336007, 2
9946, 9946, 0.590970, 5
18864, 18869, 0.055556, 1
11491, 11491, 0.502083, 2
17712, 17712, 0.201263, 2
19863, 19864, 0.500000, 1
11624, 11624, 0.502257, 2
20331, 20333, 0.334596, 2
9458, 9459, 0.200000, 1
13471, 13476, 0.242857, 2
14345, 14358, 0.217241, 2
11254, 11255, 0.500000, 1
10628, 10628, 0.092992, 2
18633, 18633, 0.584076, 3
18948, 18950, 0.250000, 1
13057, 13058, 0.500000, 1
20737, 20737, 0.335417, 2
15245, 15245, 0.271429, 2
10850, 10851, 0.333333, 1
19683, 19683, 0.416667, 2
15090, 15113, 0.014286, 1
12159, 12161, 0.166667, 1
12131, 12133, 0.100000, 1
15092, 15111, 0.014286, 1
13501, 14894, 0.100000, 1
19815, 21205, 0.250000, 1
10907, 10907, 0.200742, 2
13280, 13282, 0.062500, 1
11226, 15848, 0.250000, 1
9475, 9476, 0.500000, 1
14550, 15831, 0.017241, 1
14152, 14153, 0.333333, 1
18773, 20812, 0.334262, 2
15750, 15750, 0.073565, 2
21049, 21050, 0.500000, 1
19119, 19119, 0.202826, 3
13446, 20946, 0.100000, 1
17163, 17164, 0.333333, 1
12046, 12046, 0.642857, 2
19600, 19600, 0.337982, 3
16454, 16454, 0.167595, 2
17641, 17641, 0.223002, 3
10214, 10215, 0.833333, 2
15527, 15528, 0.250000, 1
16042, 16043, 0.335591, 2
20781, 20782, 0.200000, 1
20245, 20245, 0.168750, 2
10684, 13816, 0.166667, 1
14228, 15440, 0.142857, 1
10772, 12391, 0.083333, 1
15844, 17055, 0.017241, 1
14343, 14346, 0.017241, 1
9160, 21710, 0.090909, 1
13952, 13953, 0.500000, 1
11418, 17661, 0.076923, 1
14304, 14307, 0.250000, 1
15121, 15122, 0.014286, 1
11850, 11851, 0.125000, 1
17417, 17436, 0.030303, 1
17918, 19429, 0.045455, 1
17430, 17441, 0.030303, 1
12105, 12105, 0.511536, 4
17661, 19959, 0.076923, 1
9182, 9182, 0.590909, 2
20949, 20968, 0.029412, 1
17660, 19817, 0.015625, 1
13813, 13814, 0.500000, 1
15106, 15110, 0.014286, 1
20844, 20845, 0.252257, 2
14708, 14708, 0.476191, 2
17435, 17443, 0.030303, 1
9101, 18996, 0.166667, 1
20695, 20696, 0.166667, 1
9911, 9911, 0.529412, 2
17934, 17934, 0.502083, 2
14365, 14384, 0.017241, 1
15722, 15722, 0.334076, 2
19439, 19439, 0.502841, 2
21710, 21711, 0.090909, 1
13518, 13520, 0.336174, 2
14361, 17715, 0.125000, 1
19347, 19348, 0.333333, 1
15095, 16361, 0.014286, 1
19425, 19434, 0.045455, 1
18345, 18347, 0.333333, 1
20527, 20527, 0.367816, 2
21284, 21284, 0.144214, 2
13694, 13694, 0.263242, 3
15757, 15759, 0.336867, 2
14103, 14103, 0.357663, 3
20808, 20808, 0.500742, 2
11781, 11781, 0.900000, 3
19425, 19428, 0.045455, 1
16247, 16247, 0.553894, 3
18226, 18227, 0.644994, 3
18844, 18845, 0.142857, 1
15232, 15234, 0.200000, 1
20946, 20947, 0.029412, 1
12439, 12443, 0.076923, 1
15376, 20805, 0.043478, 1
10632, 14345, 0.200000, 1
9141, 15370, 0.058824, 1
16570, 16570, 0.203247, 2
15492, 15492, 0.501263, 2
17801, 17803, 0.476191, 2
15256, 15262, 0.028571, 1
17246, 17246, 0.592954, 3
14368, 14368, 0.279741, 3
12543, 15137, 0.015625, 1
19780, 19780, 0.269123, 3
15375, 18314, 0.043478, 1
21151, 21151, 0.625000, 2
18749, 18749, 0.700000, 2
18891, 18892, 0.127083, 2
10767, 10769, 0.090909, 1
8970, 8971, 0.142857, 1
15681, 15681, 0.666667, 2
12995, 12995, 0.337240, 3
12689, 12689, 0.383333, 2
15099, 15109, 0.014286, 1
9263, 9264, 0.166667, 1
18791, 21716, 0.167409, 2
14343, 14345, 0.017241, 1
12439, 12444, 0.076923, 1
9094, 9823, 0.014706, 1
12737, 15842, 0.017241, 1
20970, 21566, 0.200000, 1
16351, 16351, 0.334076, 2
21202, 21202, 0.502137, 2
14904, 15266, 0.028571, 1
16607, 16607, 0.252137, 2
10684, 13817, 0.166667, 1
16191, 16191, 0.501357, 2
15801, 17360, 0.500000, 1
10640, 10645, 0.045455, 1
16079, 16081, 0.203030, 2
13164, 13165, 0.500000, 1
11306, 11307, 0.200000, 1
21570, 21582, 0.035714, 1
12159, 12160, 0.166667, 1
18857, 18872, 0.055556, 1
11721, 11721, 0.311111, 2
17430, 17432, 0.031566, 2
16081, 16081, 0.203773, 3
21536, 21536, 0.500929, 3
19162, 19163, 0.250000, 1
20551, 20552, 0.333333, 1
14129, 14133, 0.142857, 1
16486, 16486, 0.275319, 3
13256, 13257, 0.500000, 1
10704, 21336, 0.033333, 1
15322, 15323, 0.500000, 1
11718, 11719, 0.112040, 2
18736, 18736, 0.508764, 3
11966, 11967, 0.500000, 1
19309, 19309, 0.503247, 2
14237, 14238, 0.333333, 1
11158, 12410, 0.011905, 1
18856, 18858, 0.055556, 1
13466, 16017, 0.333333, 1
14024, 14024, 0.337240, 2
11166, 11166, 0.308824, 2
15114, 15140, 0.014286, 1
15086, 15098, 0.014286, 1
12697, 12699, 0.200000, 1
15098, 15124, 0.014286, 1
17995, 17995, 0.404762, 2
16634, 16636, 0.333333, 1
9600, 9601, 0.250000, 1
14783, 14786, 0.200000, 1
12864, 15358, 0.100000, 1
13830, 13832, 0.250742, 2
19039, 19043, 0.200000, 1
11728, 11728, 0.501263, 2
13422, 13424, 0.125000, 1
14546, 14546, 0.257576, 2
15261, 16121, 0.090909, 1
11417, 11419, 0.142857, 1
10704, 21322, 0.033333, 1
19806, 19806, 0.172171, 3
16742, 16746, 0.090909, 1
14210, 14211, 0.500000, 1
21325, 21334, 0.033333, 1
21580, 21587, 0.035714, 1
15089, 15104, 0.014286, 1
15087, 15105, 0.014286, 1
16753, 16753, 0.702137, 3
9831, 12597, 0.142857, 1
11554, 11554, 0.700929, 3
20781, 20783, 0.200000, 1
17512, 21143, 0.022222, 1
16180, 16181, 0.506173, 2
11019, 19421, 0.076923, 1
13715, 13715, 0.335524, 3
11158, 14084, 0.011905, 1
13888, 13892, 0.168803, 2
17512, 17543, 0.022222, 1
15140, 16361, 0.014286, 1
15090, 15112, 0.014286, 1
10920, 16600, 0.500000, 1
17607, 18442, 0.055556, 1
10926, 10926, 0.751263, 3
10192, 15140, 0.014286, 1
11536, 19700, 0.131623, 2
13189, 19663, 0.166667, 1
15093, 15121, 0.014286, 1
20227, 20228, 0.500000, 1
21608, 21610, 0.125000, 1
9321, 15102, 0.028571, 1
10856, 17513, 0.022222, 1
15845, 19789, 0.022222, 1
10041, 10042, 0.250000, 1
14577, 16664, 0.250000, 1
15111, 15131, 0.014286, 1
16174, 16174, 0.360360, 2
17190, 17191, 0.091764, 3
10212, 10213, 0.500000, 1
19338, 19338, 0.334690, 2
15422, 15425, 0.500000, 1
10814, 15100, 0.083333, 1
19358, 19967, 0.071429, 1
11551, 11551, 0.500742, 2
9036, 9037, 0.500000, 1
17252, 17253, 0.166667, 1
13805, 21321, 0.125000, 1
13855, 13857, 0.127257, 2
11184, 11184, 0.502045, 2
9094, 13972, 0.014706, 1
13652, 13652, 0.502191, 3
16828, 16828, 0.560086, 3
13141, 13141, 0.520000, 2
13191, 18399, 0.142857, 1
10330, 16745, 0.111111, 1
15140, 15152, 0.014286, 1
13809, 15262, 0.028571, 1
12442, 12451, 0.076923, 1
16462, 16463, 0.333333, 1
9109, 9109, 0.502083, 2
10320, 10320, 0.500929, 2
16793, 20253, 0.111111, 1
17329, 17330, 0.253534, 2
16508, 16509, 0.083333, 1
21129, 21130, 0.112040, 2
13866, 13866, 0.503247, 2
9425, 10961, 0.250000, 1
14244, 14244, 0.336706, 3
18864, 18868, 0.055556, 1
19056, 19058, 0.533333, 2
12797, 17526, 0.125000, 1
17493, 17494, 0.500000, 1
13535, 13535, 0.252674, 2
15122, 15150, 0.014286, 1
14710, 14710, 0.976191, 3
20861, 20865, 0.100000, 1
15059, 21145, 0.500000, 1
15363, 21434, 0.038462, 1
21567, 21574, 0.035714, 1
15847, 20805, 0.043478, 1
19428, 19428, 0.051805, 4
20574, 20577, 0.250000, 1
21239, 21242, 0.142857, 1
21167, 21171, 0.206623, 2
10895, 13834, 0.018868, 1
10294, 10294, 0.502257, 2
17586, 17587, 0.834076, 3
20498, 20499, 0.503030, 2
21208, 21219, 0.055556, 1
15479, 15479, 0.256915, 3
15950, 15954, 0.142857, 1
16113, 16114, 0.166667, 1
16575, 16575, 0.476191, 2
15012, 15013, 0.333333, 1
13614, 13615, 0.500000, 1
16406, 16411, 0.111111, 1
12925, 13856, 0.125000, 1
12189, 12189, 0.503030, 2
9979, 13406, 0.090909, 1
16199, 21427, 0.011111, 1
14352, 14365, 0.017241, 1
14552, 15845, 0.022222, 1
13268, 13269, 0.833333, 2
20977, 20979, 0.250000, 1
13881, 17918, 0.142857, 1
15430, 15430, 0.148148, 2
15268, 21217, 0.066667, 1
10363, 17607, 0.055556, 1
11173, 11173, 0.093939, 2
10844, 10844, 0.335417, 2
9114, 9114, 0.400000, 2
13824, 15835, 0.017241, 1
8932, 21536, 0.500000, 2
18841, 18842, 0.142857, 1
19079, 19084, 0.125000, 1
12154, 12322, 0.043478, 1
15374, 21251, 0.333333, 1
13310, 13311, 0.500000, 1
13590, 13591, 0.333333, 1
19062, 19066, 0.200000, 1
13893, 13893, 0.533333, 4
16752, 16755, 0.200000, 1
14362, 14375, 0.017241, 1
8920, 16543, 0.200000, 1
12732, 12732, 0.092717, 2
14980, 14980, 0.750000, 2
11091, 11091, 0.336867, 2
17427, 17433, 0.030303, 1
9573, 9575, 0.333333, 1
17662, 20720, 0.015625, 1
11865, 11865, 0.501357, 2
10640, 19295, 0.045455, 1
9948, 9948, 0.590970, 5
20941, 20957, 0.029412, 1
15375, 21432, 0.043478, 1
19972, 19972, 0.166667, 2
19641, 19644, 0.083333, 1
18719, 18719, 0.502591, 2
11433, 11433, 0.173976, 3
14734, 14734, 0.375000, 2
16178, 16179, 0.500000, 1
12677, 18491, 0.142857, 1
17392, 17395, 0.166667, 1
13445, 13449, 0.181818, 2
21334, 21593, 0.111111, 1
15090, 15137, 0.014286, 1
9085, 9419, 0.142857, 1
13546, 13547, 0.500000, 1
18955, 18955, 0.611111, 2
11158, 17047, 0.011905, 1
10512, 11908, 0.142857, 1
18150, 18150, 0.336364, 2
16413, 16414, 0.500000, 1
14793, 14793, 0.261854, 3
11626, 11627, 0.250000, 1
13255, 13255, 0.337426, 3
18060, 18061, 0.334690, 2
10264, 10264, 0.503165, 2
12915, 17662, 0.015625, 1
10420, 12319, 0.044221, 2
16528, 16530, 0.142857, 1
15179, 15179, 0.335349, 2
14904, 15269, 0.028571, 1
9084, 9084, 0.335142, 2
18393, 18395, 0.066667, 1
10790, 13728, 0.166667, 1
14373, 14387, 0.017241, 1
20148, 20152, 0.083333, 1
15943, 15943, 0.334690, 2
21583, 21587, 0.035714, 1
14387, 14900, 0.166667, 1
14050, 14052, 0.166667, 1
19425, 19425, 0.296197, 3
17690, 17692, 0.200000, 1
18275, 18275, 0.645531, 3
16977, 16978, 0.250000, 1
21272, 21277, 0.111111, 1
15103, 15110, 0.014286, 1
19433, 19433, 0.048948, 3
15099, 15151, 0.014286, 1
11366, 11367, 0.337240, 2
12439, 12448, 0.076923, 1
18393, 18396, 0.066667, 1
21442, 21443, 0.250000, 1
14347, 14375, 0.017241, 1
14341, 14343, 0.017241, 1
20148, 20153, 0.083333, 1
15183, 15183, 0.361125, 4
10649, 12143, 0.166667, 1
10510, 10513, 0.142857, 1
12303, 12306, 0.250000, 1
8989, 8991, 0.166667, 1
11580, 11580, 0.361498, 3
14360, 14371, 0.017241, 1
15825, 21184, 0.017241, 1
10640, 10641, 0.045455, 1
19441, 19689, 0.333333, 1
17433, 17440, 0.030303, 1
11202, 11202, 0.503308, 3
11433, 11434, 0.173976, 3
18786, 18786, 0.700000, 2
17710, 17710, 0.204066, 3
15546, 16515, 0.090909, 1
16393, 16395, 0.142857, 1
11061, 11061, 0.502083, 2
15111, 15132, 0.014286, 1
18588, 18592, 0.166667, 1
16852, 20798, 0.166667, 1
10217, 15389, 0.250000, 1
16742, 16742, 0.096728, 4
13662, 13663, 0.500000, 1
10192, 15099, 0.014286, 1
9298, 9299, 0.333333, 1
15835, 15842, 0.017241, 1
15098, 15110, 0.016960, 2
14926, 19431, 0.090909, 1
17451, 17451, 0.335338, 3
14896, 17445, 0.333333, 1
12752, 12756, 0.200000, 1
20537, 20537, 0.395833, 2
9692, 16437, 0.125000, 1
15825, 21730, 0.017241, 1
18399, 18399, 0.327257, 4
15436, 15437, 0.333333, 1
17660, 21091, 0.015625, 1
12439, 12447, 0.076923, 1
18839, 18839, 1.000000, 2
18382, 18383, 0.500000, 1
12844, 15905, 0.200000, 1
15825, 18988, 0.017241, 1
19803, 19804, 0.142857, 1
20338, 20339, 0.333333, 1
16502, 16503, 0.084076, 2
10576, 15839, 0.017241, 1
12057, 12057, 0.145603, 4
21214, 21215, 0.055556, 1
15101, 15148, 0.014286, 1
13760, 13762, 0.250742, 2
16502, 16502, 0.084076, 2
15272, 15272, 0.049593, 3
16273, 16273, 0.642857, 2
16402, 16402, 0.590909, 2
15103, 15111, 0.014286, 1
11946, 11946, 0.370370, 2
15109, 15140, 0.014286, 1
21570, 21571, 0.035714, 1
10683, 14034, 0.083333, 1
19928, 21207, 0.125000, 1
19929, 19929, 0.305357, 3
19394, 19395, 0.400000, 2
18588, 18591, 0.166667, 1
16077, 16078, 0.515625, 2
17250, 17250, 0.750000, 2
14904, 15314, 0.028571, 1
13792, 13793, 0.502257, 2
17690, 17693, 0.200000, 1
19092, 19093, 0.333333, 1
15086, 15090, 0.014286, 1
19306, 19306, 0.400000, 2
20410, 20410, 0.533333, 2
10011, 10013, 0.357724, 2
19218, 19220, 0.202016, 2
20243, 20243, 0.179500, 3
18264, 18266, 0.250000, 1
14827, 14828, 0.071429, 1
17516, 18654, 0.022222, 1
21597, 21598, 0.335142, 2
20699, 20701, 0.308824, 2
13843, 13843, 0.103030, 2
20952, 20955, 0.029412, 1
9421, 10917, 0.333333, 1
11794, 11795, 0.500000, 1
17681, 17682, 0.500000, 1
11946, 11947, 0.333333, 1
10098, 10099, 0.500000, 1
13774, 13775, 0.335591, 2
16695, 17326, 0.333333, 1
15127, 15130, 0.014286, 1
17241, 17243, 0.250000, 1
15837, 21728, 0.017241, 1
16022, 16024, 0.333333, 1
13336, 20487, 0.062500, 1
18516, 18516, 0.450000, 2
15258, 19645, 0.050000, 1
16055, 16826, 0.166667, 1
15224, 15224, 0.476191, 2
11706, 11707, 0.500000, 1
17823, 17823, 0.334076, 2
13888, 13889, 0.166667, 1
12752, 12755, 0.200000, 1
15860, 15861, 0.351808, 3
17254, 18479, 0.166667, 1
15094, 15108, 0.014286, 1
19427, 19437, 0.076923, 1
10640, 10644, 0.045455, 1
15112, 15152, 0.014286, 1
18368, 18370, 0.142857, 1
10764, 10767, 0.090909, 1
13336, 13337, 0.062500, 1
21282, 21283, 0.142857, 1
14026, 19320, 0.500000, 1
14280, 14280, 0.503333, 3
10954, 18395, 0.142857, 1
16180, 16180, 0.509014, 3
14357, 14360, 0.017241, 1
15552, 15554, 0.166667, 1
15368, 15369, 0.038462, 1
14864, 14866, 0.333333, 1
14538, 14538, 0.501357, 2
11911, 11913, 0.250000, 1
16567, 16570, 0.200000, 1
13899, 20709, 0.200000, 1
15916, 15916, 0.252674, 2
12222, 14846, 0.200000, 1
15111, 15135, 0.014286, 1
18778, 18779, 0.333333, 1
10619, 10621, 0.250000, 1
11158, 21379, 0.011905, 1
10600, 10600, 0.500929, 2
19548, 21427, 0.011111, 1
12128, 12136, 0.100000, 1
13475, 13476, 0.142857, 1
9799, 9801, 0.333333, 1
13834, 15763, 0.018868, 1
16504, 16511, 0.083333, 1
19987, 19987, 0.503030, 2
15110, 16361, 0.015548, 2
10605, 10605, 0.167409, 2
12315, 12699, 0.055556, 1
10971, 18805, 0.066667, 1
17889, 17890, 0.250000, 1
11911, 11914, 0.250000, 1
15303, 15304, 0.583333, 2
17640, 17640, 0.203071, 3
13877, 13877, 0.834690, 3
11354, 11356, 0.250000, 1
20037, 20040, 0.100000, 1
16185, 16187, 0.250742, 2
11861, 16399, 0.062500, 1
14917, 15412, 0.067409, 2
18576, 18577, 0.434262, 3
20389, 20389, 1.007551, 4
12169, 14167, 0.333333, 1
15198, 15198, 0.503247, 2
16423, 21283, 0.166667, 1
20861, 20861, 0.266667, 2
21662, 21663, 0.500000, 1
16293, 16295, 0.251808, 2
15108, 19557, 0.014286, 1
9305, 9305, 0.337515, 3
12407, 18792, 0.200000, 1
21248, 21248, 0.791667, 3
17241, 17244, 0.250000, 1
15775, 19671, 0.250000, 1
21173, 21173, 0.834262, 3
12999, 13000, 0.111111, 1
10059, 15837, 0.017241, 1
11431, 11434, 0.172619, 2
15363, 15374, 0.038462, 1
21247, 21248, 0.625000, 2
11624, 15291, 0.500000, 1
10161, 10161, 0.221739, 2
14361, 14361, 0.225575, 3
17427, 17448, 0.030303, 1
15124, 15146, 0.014286, 1
